[2026-05-13 00:00:03][start] CRON started
[2026-05-13 00:00:03][info] Processing account:  (ID: 406)
[2026-05-13 00:00:09][info] Processing account:  (ID: 407)
[2026-05-13 00:00:14][info] Processing account: poundplus_81 (ID: 408)
[2026-05-13 00:00:20][info] Processing account: ecompanyltd (ID: 411)
[2026-05-13 00:00:26][info] Processing account: digital_outlet39 (ID: 413)
[2026-05-13 00:00:32][info] Processing account: rehkh_5402 (ID: 414)
[2026-05-13 00:00:37][info] Processing account: fark-933 (ID: 415)
[2026-05-13 00:00:43][info] Processing account: saraf-76 (ID: 419)
[2026-05-13 00:00:49][info] Processing account: firstsale4u (ID: 420)
[2026-05-13 00:00:54][info] Processing account: goodmove4u (ID: 421)
[2026-05-13 00:01:00][info] Processing account: london_hotdeals (ID: 422)
[2026-05-13 00:01:06][info] Processing account: d.sport87 (ID: 425)
[2026-05-13 00:01:11][info] Processing account: mian.bazzar (ID: 426)
[2026-05-13 00:01:16][info] Processing account: ma2025 (ID: 427)
[2026-05-13 00:01:22][info] Processing account: mian_communication (ID: 428)
[2026-05-13 00:01:27][info] Processing account: tradeworld.nw.ltd (ID: 429)
[2026-05-13 00:01:33][info] Processing account: biak3456 (ID: 430)
[2026-05-13 00:01:38][info] Processing account: gibb3265 (ID: 431)
[2026-05-13 00:01:44][info] Processing account: rakha-7863 (ID: 432)
[2026-05-13 00:01:49][info] Processing account: dropshop-uk (ID: 433)
[2026-05-13 00:01:54][info] Processing account: danamu_ppayc68 (ID: 434)
[2026-05-13 00:02:00][info] Processing account: burj-khlifa (ID: 435)
[2026-05-13 00:02:05][info] Processing account: zeemi_24 (ID: 436)
[2026-05-13 00:02:11][info] Processing account: digital-life-digimax (ID: 438)
[2026-05-13 00:02:16][info] Processing account: giant_emart (ID: 439)
[2026-05-13 00:02:21][info] Processing account: qadri (ID: 440)
[2026-05-13 00:02:27][info] Processing account: buyer_satisfied (ID: 441)
[2026-05-13 00:02:32][info] Processing account: daltacell (ID: 442)
[2026-05-13 00:02:38][info] Processing account: zona8033 (ID: 443)
[2026-05-13 00:02:43][info] Processing account: iqqa1951 (ID: 444)
[2026-05-13 00:02:49][info] Processing account: impalaa_online (ID: 445)
[2026-05-13 00:02:54][info] Processing account: muhammni_12 (ID: 446)
[2026-05-13 00:03:00][info] Processing account: excelsior2019 (ID: 447)
[2026-05-13 00:03:06][info] Processing account: onestop.stores (ID: 448)
[2026-05-13 00:03:11][info] Processing account: sabuk786 (ID: 450)
[2026-05-13 00:03:16][info] Processing account: savum-46 (ID: 451)
[2026-05-13 00:03:22][info] Processing account: em-909137 (ID: 453)
[2026-05-13 00:03:27][info] Processing account: shuash98 (ID: 455)
[2026-05-13 00:03:32][info] Processing account: oxijanltd (ID: 457)
[2026-05-13 00:03:38][info] Processing account: sfk_brand (ID: 489)
[2026-05-13 00:03:44][info] Processing account: ad_264942 (ID: 491)
[2026-05-13 00:03:49][info] Processing account: moneymaker-181 (ID: 495)
[2026-05-13 00:03:54][info] Processing account: ecom-hub33 (ID: 496)
[2026-05-13 00:04:00][info] Processing account: c_bird33 (ID: 500)
[2026-05-13 00:04:05][info] Processing account: urbanbuyz_99 (ID: 501)
[2026-05-13 00:04:11][info] Processing account: farmi94 (ID: 503)
[2026-05-13 00:04:16][info] Processing account: fashionhub-72 (ID: 509)
[2026-05-13 00:04:22][info] Processing account: tracker_world (ID: 512)
[2026-05-13 00:04:27][info] Processing account: hamrehzar_supplies (ID: 513)
[2026-05-13 00:04:33][info] Processing account: mbimed-0 (ID: 515)
[2026-05-13 00:04:38][info] Processing account: dropshop-99 (ID: 522)
[2026-05-13 00:04:44][info] Processing account: trusted_deals_hub-56 (ID: 525)
[2026-05-13 00:04:49][info] Processing account: leaders_alpha (ID: 526)
[2026-05-13 00:04:55][info] Processing account: superspeed3_77 (ID: 527)
[2026-05-13 00:05:00][info] Processing account: trusted_329 (ID: 528)
[2026-05-13 00:05:06][info] Processing account: prince.si95 (ID: 530)
[2026-05-13 00:05:11][info] Processing account: enoyl1 (ID: 532)
[2026-05-13 00:05:16][info] Processing account: fullers_earth (ID: 533)
[2026-05-13 00:05:22][info] Processing account: mirzatraders7 (ID: 534)
[2026-05-13 00:40:03][start] CRON started
[2026-05-13 00:40:03][info] Processing account:  (ID: 406)
[2026-05-13 00:40:08][info] Processing account:  (ID: 407)
[2026-05-13 00:40:13][info] Processing account: poundplus_81 (ID: 408)
[2026-05-13 00:40:19][info] Processing account: ecompanyltd (ID: 411)
[2026-05-13 00:40:25][info] Processing account: digital_outlet39 (ID: 413)
[2026-05-13 00:40:30][info] Processing account: rehkh_5402 (ID: 414)
[2026-05-13 00:40:36][info] Processing account: fark-933 (ID: 415)
[2026-05-13 00:40:41][info] Processing account: saraf-76 (ID: 419)
[2026-05-13 00:40:46][info] Processing account: firstsale4u (ID: 420)
[2026-05-13 00:40:52][info] Processing account: goodmove4u (ID: 421)
[2026-05-13 00:40:57][info] Processing account: london_hotdeals (ID: 422)
[2026-05-13 00:41:03][info] Processing account: d.sport87 (ID: 425)
[2026-05-13 00:41:08][info] Processing account: mian.bazzar (ID: 426)
[2026-05-13 00:41:14][info] Processing account: ma2025 (ID: 427)
[2026-05-13 00:41:19][info] Processing account: mian_communication (ID: 428)
[2026-05-13 00:41:25][info] Processing account: tradeworld.nw.ltd (ID: 429)
[2026-05-13 00:41:30][info] Processing account: biak3456 (ID: 430)
[2026-05-13 00:41:36][info] Processing account: gibb3265 (ID: 431)
[2026-05-13 00:41:41][info] Processing account: rakha-7863 (ID: 432)
[2026-05-13 00:41:46][info] Processing account: dropshop-uk (ID: 433)
[2026-05-13 00:41:52][info] Processing account: danamu_ppayc68 (ID: 434)
[2026-05-13 00:41:57][info] Processing account: burj-khlifa (ID: 435)
[2026-05-13 00:42:03][info] Processing account: zeemi_24 (ID: 436)
[2026-05-13 00:42:08][info] Processing account: digital-life-digimax (ID: 438)
[2026-05-13 00:42:14][info] Processing account: giant_emart (ID: 439)
[2026-05-13 00:42:19][info] Processing account: qadri (ID: 440)
[2026-05-13 00:42:24][info] Processing account: buyer_satisfied (ID: 441)
[2026-05-13 00:42:30][info] Processing account: daltacell (ID: 442)
[2026-05-13 00:42:35][info] Processing account: zona8033 (ID: 443)
[2026-05-13 00:42:41][info] Processing account: iqqa1951 (ID: 444)
[2026-05-13 00:42:46][info] Processing account: impalaa_online (ID: 445)
[2026-05-13 00:42:52][info] Processing account: muhammni_12 (ID: 446)
[2026-05-13 00:42:58][info] Processing account: excelsior2019 (ID: 447)
[2026-05-13 00:43:03][info] Processing account: onestop.stores (ID: 448)
[2026-05-13 00:43:08][info] Processing account: sabuk786 (ID: 450)
[2026-05-13 00:43:14][info] Processing account: savum-46 (ID: 451)
[2026-05-13 00:43:19][info] Processing account: em-909137 (ID: 453)
[2026-05-13 00:43:25][info] Processing account: shuash98 (ID: 455)
[2026-05-13 00:43:30][info] Processing account: oxijanltd (ID: 457)
[2026-05-13 00:43:35][info] Processing account: sfk_brand (ID: 489)
[2026-05-13 00:43:41][info] Processing account: ad_264942 (ID: 491)
[2026-05-13 00:43:46][info] Processing account: moneymaker-181 (ID: 495)
[2026-05-13 00:43:51][info] Processing account: ecom-hub33 (ID: 496)
[2026-05-13 00:43:57][info] Processing account: c_bird33 (ID: 500)
[2026-05-13 00:44:02][info] Processing account: urbanbuyz_99 (ID: 501)
[2026-05-13 00:44:08][info] Processing account: farmi94 (ID: 503)
[2026-05-13 00:44:13][info] Processing account: fashionhub-72 (ID: 509)
[2026-05-13 00:44:19][info] Processing account: tracker_world (ID: 512)
[2026-05-13 00:44:24][info] Processing account: hamrehzar_supplies (ID: 513)
[2026-05-13 00:44:30][info] Processing account: mbimed-0 (ID: 515)
[2026-05-13 00:44:35][info] Processing account: dropshop-99 (ID: 522)
[2026-05-13 00:44:41][info] Processing account: trusted_deals_hub-56 (ID: 525)
[2026-05-13 00:44:46][info] Processing account: leaders_alpha (ID: 526)
[2026-05-13 00:44:51][info] Processing account: superspeed3_77 (ID: 527)
[2026-05-13 00:44:57][info] Processing account: trusted_329 (ID: 528)
[2026-05-13 00:45:02][info] Processing account: prince.si95 (ID: 530)
[2026-05-13 00:45:07][info] Processing account: enoyl1 (ID: 532)
[2026-05-13 00:45:13][info] Processing account: fullers_earth (ID: 533)
[2026-05-13 00:45:18][info] Processing account: mirzatraders7 (ID: 534)
[2026-05-13 01:00:03][start] CRON started
[2026-05-13 01:00:03][info] Processing account:  (ID: 406)
[2026-05-13 01:00:09][info] Processing account:  (ID: 407)
[2026-05-13 01:00:14][info] Processing account: poundplus_81 (ID: 408)
[2026-05-13 01:00:20][info] Processing account: ecompanyltd (ID: 411)
[2026-05-13 01:00:26][info] Processing account: digital_outlet39 (ID: 413)
[2026-05-13 01:00:31][info] Processing account: rehkh_5402 (ID: 414)
[2026-05-13 01:00:37][info] Processing account: fark-933 (ID: 415)
[2026-05-13 01:00:42][info] Processing account: saraf-76 (ID: 419)
[2026-05-13 01:00:48][info] Processing account: firstsale4u (ID: 420)
[2026-05-13 01:00:53][info] Processing account: goodmove4u (ID: 421)
[2026-05-13 01:00:59][info] Processing account: london_hotdeals (ID: 422)
[2026-05-13 01:01:05][info] Processing account: d.sport87 (ID: 425)
[2026-05-13 01:01:10][info] Processing account: mian.bazzar (ID: 426)
[2026-05-13 01:01:15][info] Processing account: ma2025 (ID: 427)
[2026-05-13 01:01:21][info] Processing account: mian_communication (ID: 428)
[2026-05-13 01:01:27][info] Processing account: tradeworld.nw.ltd (ID: 429)
[2026-05-13 01:01:32][info] Processing account: biak3456 (ID: 430)
[2026-05-13 01:01:38][info] Processing account: gibb3265 (ID: 431)
[2026-05-13 01:01:43][info] Processing account: rakha-7863 (ID: 432)
[2026-05-13 01:01:49][info] Processing account: dropshop-uk (ID: 433)
[2026-05-13 01:01:54][info] Processing account: danamu_ppayc68 (ID: 434)
[2026-05-13 01:02:00][info] Processing account: burj-khlifa (ID: 435)
[2026-05-13 01:02:05][info] Processing account: zeemi_24 (ID: 436)
[2026-05-13 01:02:10][info] Processing account: digital-life-digimax (ID: 438)
[2026-05-13 01:02:16][info] Processing account: giant_emart (ID: 439)
[2026-05-13 01:02:21][info] Processing account: qadri (ID: 440)
[2026-05-13 01:02:27][info] Processing account: buyer_satisfied (ID: 441)
[2026-05-13 01:02:32][info] Processing account: daltacell (ID: 442)
[2026-05-13 01:02:37][info] Processing account: zona8033 (ID: 443)
[2026-05-13 01:02:43][info] Processing account: iqqa1951 (ID: 444)
[2026-05-13 01:02:48][info] Processing account: impalaa_online (ID: 445)
[2026-05-13 01:02:54][info] Processing account: muhammni_12 (ID: 446)
[2026-05-13 01:02:59][info] Processing account: excelsior2019 (ID: 447)
[2026-05-13 01:03:05][info] Processing account: onestop.stores (ID: 448)
[2026-05-13 01:03:10][info] Processing account: sabuk786 (ID: 450)
[2026-05-13 01:03:15][info] Processing account: savum-46 (ID: 451)
[2026-05-13 01:03:21][info] Processing account: em-909137 (ID: 453)
[2026-05-13 01:03:26][info] Processing account: shuash98 (ID: 455)
[2026-05-13 01:03:31][info] Processing account: oxijanltd (ID: 457)
[2026-05-13 01:03:37][info] Processing account: sfk_brand (ID: 489)
[2026-05-13 01:03:43][info] Processing account: ad_264942 (ID: 491)
[2026-05-13 01:03:48][info] Processing account: moneymaker-181 (ID: 495)
[2026-05-13 01:03:53][info] Processing account: ecom-hub33 (ID: 496)
[2026-05-13 01:03:59][info] Processing account: c_bird33 (ID: 500)
[2026-05-13 01:04:04][info] Processing account: urbanbuyz_99 (ID: 501)
[2026-05-13 01:04:10][info] Processing account: farmi94 (ID: 503)
[2026-05-13 01:04:15][info] Processing account: fashionhub-72 (ID: 509)
[2026-05-13 01:04:21][info] Processing account: tracker_world (ID: 512)
[2026-05-13 01:04:26][info] Processing account: hamrehzar_supplies (ID: 513)
[2026-05-13 01:04:31][info] Processing account: mbimed-0 (ID: 515)
[2026-05-13 01:04:37][info] Processing account: dropshop-99 (ID: 522)
[2026-05-13 01:04:42][info] Processing account: trusted_deals_hub-56 (ID: 525)
[2026-05-13 01:04:47][info] Processing account: leaders_alpha (ID: 526)
[2026-05-13 01:04:53][info] Processing account: superspeed3_77 (ID: 527)
[2026-05-13 01:04:58][info] Processing account: trusted_329 (ID: 528)
[2026-05-13 01:05:03][info] Processing account: prince.si95 (ID: 530)
[2026-05-13 01:05:09][info] Processing account: enoyl1 (ID: 532)
[2026-05-13 01:05:14][info] Processing account: fullers_earth (ID: 533)
[2026-05-13 01:05:20][info] Processing account: mirzatraders7 (ID: 534)
[2026-05-13 01:40:03][start] CRON started
[2026-05-13 01:40:03][info] Processing account:  (ID: 406)
[2026-05-13 01:40:08][info] Processing account:  (ID: 407)
[2026-05-13 01:40:14][info] Processing account: poundplus_81 (ID: 408)
[2026-05-13 01:40:20][info] Processing account: ecompanyltd (ID: 411)
[2026-05-13 01:40:25][info] Processing account: digital_outlet39 (ID: 413)
[2026-05-13 01:40:31][info] Processing account: rehkh_5402 (ID: 414)
[2026-05-13 01:40:36][info] Processing account: fark-933 (ID: 415)
[2026-05-13 01:40:42][info] Processing account: saraf-76 (ID: 419)
[2026-05-13 01:40:47][info] Processing account: firstsale4u (ID: 420)
[2026-05-13 01:40:52][info] Processing account: goodmove4u (ID: 421)
[2026-05-13 01:40:58][info] Processing account: london_hotdeals (ID: 422)
[2026-05-13 01:41:03][info] Processing account: d.sport87 (ID: 425)
[2026-05-13 01:41:09][info] Processing account: mian.bazzar (ID: 426)
[2026-05-13 01:41:14][info] Processing account: ma2025 (ID: 427)
[2026-05-13 01:41:19][info] Processing account: mian_communication (ID: 428)
[2026-05-13 01:41:25][info] Processing account: tradeworld.nw.ltd (ID: 429)
[2026-05-13 01:41:30][info] Processing account: biak3456 (ID: 430)
[2026-05-13 01:41:36][info] Processing account: gibb3265 (ID: 431)
[2026-05-13 01:41:42][info] Processing account: rakha-7863 (ID: 432)
[2026-05-13 01:41:47][info] Processing account: dropshop-uk (ID: 433)
[2026-05-13 01:41:53][info] Processing account: danamu_ppayc68 (ID: 434)
[2026-05-13 01:41:59][info] Processing account: burj-khlifa (ID: 435)
[2026-05-13 01:42:04][info] Processing account: zeemi_24 (ID: 436)
[2026-05-13 01:42:09][info] Processing account: digital-life-digimax (ID: 438)
[2026-05-13 01:42:15][info] Processing account: giant_emart (ID: 439)
[2026-05-13 01:42:20][info] Processing account: qadri (ID: 440)
[2026-05-13 01:42:26][info] Processing account: buyer_satisfied (ID: 441)
[2026-05-13 01:42:31][info] Processing account: daltacell (ID: 442)
[2026-05-13 01:42:37][info] Processing account: zona8033 (ID: 443)
[2026-05-13 01:42:42][info] Processing account: iqqa1951 (ID: 444)
[2026-05-13 01:42:48][info] Processing account: impalaa_online (ID: 445)
[2026-05-13 01:42:53][info] Processing account: muhammni_12 (ID: 446)
[2026-05-13 01:42:59][info] Processing account: excelsior2019 (ID: 447)
[2026-05-13 01:43:04][info] Processing account: onestop.stores (ID: 448)
[2026-05-13 01:43:10][info] Processing account: sabuk786 (ID: 450)
[2026-05-13 01:43:15][info] Processing account: savum-46 (ID: 451)
[2026-05-13 01:43:21][info] Processing account: em-909137 (ID: 453)
[2026-05-13 01:43:26][info] Processing account: shuash98 (ID: 455)
[2026-05-13 01:43:32][info] Processing account: oxijanltd (ID: 457)
