[2026-05-09 08:40:03][start] CRON started
[2026-05-09 08:40:03][info] Processing account:  (ID: 406)
[2026-05-09 08:40:09][info] Processing account:  (ID: 407)
[2026-05-09 08:40:14][info] Processing account: poundplus_81 (ID: 408)
[2026-05-09 08:40:20][info] Processing account: ecompanyltd (ID: 411)
[2026-05-09 08:40:26][info] Processing account: digital_outlet39 (ID: 413)
[2026-05-09 08:40:31][info] Processing account: rehkh_5402 (ID: 414)
[2026-05-09 08:40:37][info] Processing account: fark-933 (ID: 415)
[2026-05-09 08:40:42][info] Processing account: saraf-76 (ID: 419)
[2026-05-09 08:40:47][info] Processing account: firstsale4u (ID: 420)
[2026-05-09 08:40:53][info] Processing account: goodmove4u (ID: 421)
[2026-05-09 08:40:58][info] Processing account: london_hotdeals (ID: 422)
[2026-05-09 08:41:04][info] Processing account: d.sport87 (ID: 425)
[2026-05-09 08:41:09][info] Processing account: mian.bazzar (ID: 426)
[2026-05-09 08:41:14][info] Processing account: ma2025 (ID: 427)
[2026-05-09 08:41:20][info] Processing account: mian_communication (ID: 428)
[2026-05-09 08:41:25][info] Processing account: tradeworld.nw.ltd (ID: 429)
[2026-05-09 08:41:30][info] Processing account: biak3456 (ID: 430)
[2026-05-09 08:41:36][info] Processing account: gibb3265 (ID: 431)
[2026-05-09 08:41:41][info] Processing account: rakha-7863 (ID: 432)
[2026-05-09 08:41:47][info] Processing account: dropshop-uk (ID: 433)
[2026-05-09 08:41:52][info] Processing account: danamu_ppayc68 (ID: 434)
[2026-05-09 08:41:58][info] Processing account: burj-khlifa (ID: 435)
[2026-05-09 08:42:03][info] Processing account: zeemi_24 (ID: 436)
[2026-05-09 08:42:08][info] Processing account: digital-life-digimax (ID: 438)
[2026-05-09 08:42:13][info] Processing account: giant_emart (ID: 439)
[2026-05-09 08:42:19][info] Processing account: qadri (ID: 440)
[2026-05-09 08:42:24][info] Processing account: buyer_satisfied (ID: 441)
[2026-05-09 08:42:30][info] Processing account: daltacell (ID: 442)
[2026-05-09 08:42:35][info] Processing account: zona8033 (ID: 443)
[2026-05-09 08:42:40][info] Processing account: iqqa1951 (ID: 444)
[2026-05-09 08:42:45][info] Processing account: impalaa_online (ID: 445)
[2026-05-09 08:42:51][info] Processing account: muhammni_12 (ID: 446)
[2026-05-09 08:42:56][info] Processing account: excelsior2019 (ID: 447)
[2026-05-09 08:43:02][info] Processing account: onestop.stores (ID: 448)
[2026-05-09 08:43:07][info] Processing account: sabuk786 (ID: 450)
[2026-05-09 08:43:13][info] Processing account: savum-46 (ID: 451)
[2026-05-09 08:43:18][info] Processing account: em-909137 (ID: 453)
[2026-05-09 08:43:24][info] Processing account: shuash98 (ID: 455)
[2026-05-09 08:43:29][info] Processing account: oxijanltd (ID: 457)
[2026-05-09 08:43:34][info] Processing account: sfk_brand (ID: 489)
[2026-05-09 08:43:40][info] Processing account: ad_264942 (ID: 491)
[2026-05-09 08:43:45][info] Processing account: moneymaker-181 (ID: 495)
[2026-05-09 08:43:51][info] Processing account: ecom-hub33 (ID: 496)
[2026-05-09 08:43:56][info] Processing account: c_bird33 (ID: 500)
[2026-05-09 08:44:02][info] Processing account: urbanbuyz_99 (ID: 501)
[2026-05-09 08:44:07][info] Processing account: farmi94 (ID: 503)
[2026-05-09 08:44:12][info] Processing account: fashionhub-72 (ID: 509)
[2026-05-09 08:44:18][info] Processing account: tracker_world (ID: 512)
[2026-05-09 08:44:23][info] Processing account: hamrehzar_supplies (ID: 513)
[2026-05-09 08:44:28][info] Processing account: mbimed-0 (ID: 515)
[2026-05-09 08:44:34][info] Processing account: dropshop-99 (ID: 522)
[2026-05-09 08:44:39][info] Processing account: trusted_deals_hub-56 (ID: 525)
[2026-05-09 08:44:45][info] Processing account: leaders_alpha (ID: 526)
[2026-05-09 08:44:50][info] Processing account: superspeed3_77 (ID: 527)
[2026-05-09 08:44:56][info] Processing account: trusted_329 (ID: 528)
[2026-05-09 08:45:01][info] Processing account: prince.si95 (ID: 530)
[2026-05-09 08:45:06][info] Processing account: enoyl1 (ID: 532)
[2026-05-09 08:45:12][info] Processing account: fullers_earth (ID: 533)
[2026-05-09 08:45:17][info] Processing account: mirzatraders7 (ID: 534)
[2026-05-09 09:00:04][start] CRON started
[2026-05-09 09:00:04][info] Processing account:  (ID: 406)
[2026-05-09 09:00:10][info] Processing account:  (ID: 407)
[2026-05-09 09:00:15][info] Processing account: poundplus_81 (ID: 408)
[2026-05-09 09:00:21][info] Processing account: ecompanyltd (ID: 411)
[2026-05-09 09:00:26][info] Processing account: digital_outlet39 (ID: 413)
[2026-05-09 09:00:32][info] Processing account: rehkh_5402 (ID: 414)
